"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Alamance County","NC","Burlington","37","001",411,149900,149900,149900,149900,149900,148000,144900,144900,144900,149900,144900,142500,139900,138500,137950,139000,139900,141500,140000,143000,137677.5,139000,135000,132000,134950,131900,131000,129900,130000,130000,129900,135000,134950,132700,132700,134700,134250,135900,134900,135000,137000,135000,138900,140000,142000,138400,139500,137272.5,139900,139900,139900,146500,149000,149500,149000,150000,149900,149900,149900,145000,144900,148000,149900,154995,156500,159949.5,159900,164900,163000,159990,160000,162490,163500,157995,159900,159994.5,164695,166490,169900,169900,169900,169900,175000,174900,174950,175000,180900,183900,171495,181990,179945,179900,184900,189900,196450,199700,198155,199949.5,199900,2e+05,195000,197995,198700,199000,205000,199900,199900,210000,210000,218900,222655,225000
"Johnson County","TX","Dallas-Fort Worth-Arlington","48","251",412,149900,148354,149000,148900,149000,142700,142900,140000,143900,144200,149500,141900,137495,137000,134900,135000,135000,135250,135000,137700,132000,130000,130000,134900,132000,135000,135900,139900,139900,142162,139900,138812,139050,139900,142791,145000,139900,145000,147750,147500,149990,157740,155000,159000,156990,155450,154900,150000,149900,149900,164950,169900,178950,169900,165000,167900,168000,165000,164795,159900,165000,169000,169900,169900,174925,179700,181000,179000,179900,183000,183000,182000,180950,182750,189900,189900,194900,194950,199712.5,200900,200900,201900,215000,216290,220000,223000,224490,229900,234900,239900,237500,239000,239495,239000,240000,245000,259000,259900,250000,256950,257441,254900,259900,259900,272900,261400,262000,266445,276990,284990,278990,275000
"Madera County","CA","Madera","06","039",413,199000,199000,199000,199000,195700,192700,180450,184500,178172,169925,169900,165660,165000,159950,160000,154900,155000,152862,153500,159000,155450,149925,149700,149000,149250,150000,150900,155900,154950,165000,165900,169900,176950,179900,190450,185000,189000,195000,198000,199900,209950,214450,222000,229000,219900,219900,235000,230000,229450,239000,239925,245000,250000,259900,265000,259900,250000,249700,249250,249500,250000,250000,249900,250000,249900,253250,249900,250000,249925,249900,249900,249000,249900,250000,249950,259949.5,264000,269000,269900,271250,269500,274900,274000,275000,274900,275000,275000,289900,296750,299000,309900,305950,299000,299000,299000,299950,299975,309000,305000,299950,299950,3e+05,299900,299000,299000,299999,305000,311950,315000,309900,323695,323970
"Stearns County","MN","St. Cloud","27","145",414,169900,164949.5,164900,162700,159900,162900,159900,159900,159900,154900,151900,149900,149875,144900,149900,149900,149900,150000,149900,149900,149900,149000,140950,139900,141900,144900,149900,149900,149900,147999,145000,144400,140000,147900,139900,137900,135900,143300,148850,152400,159900,159900,158250,159900,159900,155000,154900,150000,153900,159400,162000,167900,169900,169000,169000,165000,164999,159900,155000,159900,159900,162900,169000,169895,169900,169900,169900,169900,167500,170000,169900,169899,166250,169900,174900,175000,179900,179900,184900,184900,184900,181900,179900,179900,179900,189900,189900,196900,199900,199700,194900,190000,189900,189900,189900,189900,198450,2e+05,209250,214900,215000,215000,214900,211950,204949.5,205900,209900,209900,2e+05,2e+05,214900,219900
"Cass County","ND","Fargo","38","017",415,168800,164900,165679.5,164900,169900,174900,169850,169800,164900,163900,159900,159900,159900,157949.5,157900,159900,164900,159900,158825,159900,159700,155400,153350,153800,149900,150000,149950,151000,153000,155497.5,158000,162700,159525,159000,159525,159525,159900,160000,161900,165000,169900,174900,174900,171500,169400,180000,180000,181800,191307,199955,199950,201880,220000,229500,226500,226015,230000,239813,244950,257126.5,245500,245500,235000,239900,260936,259900,250000,254900,249900,250000,249999.5,249945,254950,251300,258750,254900,269999,264900,264950,262900,254431.5,253102,255000,258387,258950,264900,269900,269990,269900,266036.5,265227.5,259900,249990,250000,254900,255000,258499,254900,250000,255965,259000,253990,254990,250400,249990,248800,247965,248000,248000,249150,249900,252700
"Franklin County","PA","Chambersburg-Waynesboro","42","055",416,189900,187900,187900,185750,185000,179900,179949.5,179900,179900,179000,174900,169992.5,169900,169900,169900,169500,169900,169900,169900,169900,169900,169900,169900,169900,169900,169900,172600,169900,176000,179900,179900,179900,179000,179900,176445,169900,174450,184500,178850,179900,179900,180000,182000,180000,184900,179900,175000,174700,178900,179000,179900,179900,179900,182900,179900,179000,179000,179900,184700,182900,179900,179250,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,184900,189900,189900,189900,189900,188900,184900,182500,179900,179900,179900,188000,188900,189900,195700,194250,194900,194000,189900,190000,189500,189900,189750,189900,189900,190500,189900,189900,189900,190750,194900,194500,189900,189900,192250,192500,199000,199900
"Ellis County","TX","Dallas-Fort Worth-Arlington","48","139",417,159900,164000,169700,164900,168000,167345,165000,164900,159650,159900,160000,159900,159900,159900,158550,158900,159900,159900,159900,159900,157900,153215,152900,154900,154000,150000,149990,155770,155097.5,159900,159900,155550,155000,155000,158240,158900,159900,163445,166600,169900,170000,169995,171415,173995,173990,176000,178000,179900,182250,186990,184900,183250,184800,184800,184900,185000,186990,188990,189990,199100,199900,199500,202975,205725,211900,212900,209000,213450,212900,225000,225000,237900,239949.5,236725,239950,239250,244975,249990,249900,250000,250000,259169.5,270000,270313.5,271695,276130,272852.5,279340,275000,284945,289900,289999.5,290000,290000,289900,294995,295000,295500,295971,294405,285000,275000,270000,278990,282490,283861,286990,280990,286990,287990,280000,286990
"Sussex County","NJ","New York-Newark-Jersey City","34","037",418,289900,290000,295000,292450,289000,289900,284900,279900,275000,270000,269000,259900,254900,259900,254000,257900,255000,259000,250750,250000,249900,245500,240000,242650,240000,240000,239900,239950,247000,245700,240000,244900,245000,239900,239000,229900,225000,225000,229000,235000,239900,240000,240000,240000,240000,239900,239000,235000,230000,230000,235000,240000,248000,249000,248000,240000,239900,235000,235000,229950,229900,229900,234000,239900,249500,249900,249900,245000,241900,244900,239900,234700,229000,229700,232250,237000,239900,239000,239000,235000,229900,229900,225000,218000,210000,212222,214900,217900,219900,224900,224925,220000,219900,217876.5,219700,215000,209900,215600,223950,229900,235000,239900,239900,244000,239950,249900,249616,239900,239000,239000,249900,259900
"Schuylkill County","PA","Pottsville","42","107",419,98750,98750,94500,99000,99900,95000,95000,93950,89900,88000,85900,89800,89900,88500,88750,84900,85000,88000,89900,89900,89900,81950,88750,81000,84900,75450,80500,85999.5,89900,89900,89500,89900,84900,85000,86950,84000,79900,79900,81875,85000,89450,89900,89900,90950,88000,89900,85000,84900,85000,89000,89900,89000,89900,89900,89500,84900,84900,84150,84200,81450,79900,79900,79999.5,86500,89900,90000,89925,89900,87277.5,84000,79900,75900,69900,74900,79950,79950,84000,84500,84325,80000,79900,79900,78500,75000,76000,76000,79000,79500,79900,79500,77400,72250,74900,69900,74900,73950,74900,74900,78450,77900,80000,79900,85000,82532,80000,80000,82900,80000,81950,75000,76000,80250
"Yellowstone County","MT","Billings","30","111",420,219900,215000,212900,215000,221000,219900,217750,214900,210900,210000,209900,204900,200500,204500,201400,199900,209000,202800,199500,199900,204900,207500,204900,199900,199900,199900,199000,199000,205000,214900,218000,214900,214900,210000,209000,214925,217900,217900,217500,219900,225000,225000,224900,219900,229900,226750,227400,228900,229900,229900,231900,233000,239900,239900,238750,234900,238250,229900,239820,229900,247500,247500,245900,250000,249900,255000,249900,249900,249900,254200,261500,255000,250000,247500,250000,259900,259000,262900,264900,264950,265000,259900,252900,254900,255000,254900,259900,264900,269000,268250,269000,264900,264450,259900,259900,259000,254900,254000,259900,265000,265000,269900,265000,259900,258900,255000,254900,254900,254900,250450,254000,255000
"Rock Island County","IL","Davenport-Moline-Rock Island","17","161",421,103950,109900,108900,119900,129900,124900,119000,119900,120000,120000,116000,114900,110000,109900,109400,107900,108000,109000,109900,109900,109800,108000,110000,106200,104900,99900,99900,99500,104900,114900,112900,109900,112900,105000,104950,105000,99900,99000,97700,99900,99900,103900,105000,109900,108700,106800,99900,95000,99900,99900,103500,104900,109900,109900,114900,109900,109900,110000,109900,107900,105000,1e+05,103700,104999,104900,108000,109900,108727,108900,104950,104900,99000,98500,94950,99000,1e+05,1e+05,105000,109900,110000,110950,112000,113450,109900,109900,109900,114700,114000,118450,120000,119900,123450,121000,119900,115900,115000,112500,119900,119900,120000,122500,125900,128000,124700,123900,119900,115000,115000,114950,114900,114900,118500
"Washington County","MD","Hagerstown-Martinsburg","24","043",422,189900,189000,179900,179900,179900,179900,179000,177500,174900,174900,178447.5,165945,159900,159900,160100,160000,164900,165500,165500,175000,175000,170000,179628,174900,174950,170000,174900,174900,173900,170000,174900,174900,169900,169900,169000,164900,169900,170000,175000,179450,179900,180000,179900,179000,172250,174075,171445,169900,169000,170995,175950,179900,184900,184900,184700,183500,182950,179500,179000,175000,174900,169950,174500,174900,175000,177900,175000,175000,175000,174900,175000,174900,169900,175000,179900,180000,189900,189900,189990,189900,184999.5,185000,185000,179900,179900,189000,189900,199850,2e+05,199947.5,205000,204949.5,207950,209450,199925,190000,199900,199900,199900,217000,222250,229000,225000,224900,219400,219900,219000,215000,215000,209995,215000,219900
"Mesa County","CO","Grand Junction","08","077",423,243999,235000,229900,234000,229000,225000,224000,218500,214900,210000,209900,2e+05,199900,195000,199000,195000,198000,199000,199900,199900,199900,199250,199000,195000,195000,195650,197000,199500,190000,193350,195000,194900,189000,187500,189000,185610,183000,187250,189900,193062,194900,199500,205000,199900,2e+05,204950,208000,2e+05,199900,208950,209900,211900,214900,217000,218950,219900,222000,224000,222000,224900,224000,229900,225000,234000,232500,238000,232500,234900,235000,229895,229900,229900,229500,234900,240000,247000,249900,249900,249900,249000,249900,249000,244709,239900,243000,239900,243000,249575,249900,249900,264900,264750,259900,259900,265000,265000,259900,255000,259000,260000,262250,269900,265000,259900,265000,265100,274900,279825,279900,285000,283500,289700
"Charles County","MD","Washington-Arlington-Alexandria","24","017",424,279900,275000,275000,274950,268015,259925,250000,249999,256000,255000,252350,249000,249000,248591.5,249000,244439,240000,245000,245000,244900,245589,249900,254000,259000,250000,249900,249900,254900,254900,256000,250000,259900,262075,260625,250000,239990,245500,259900,269900,275000,287900,285000,289000,288990,279994.5,289900,289900,299900,297495,289900,299000,289990,299000,299900,299900,3e+05,299990,299900,299900,292656.5,295000,289900,289990,299000,299370,299900,294375,299900,305000,299900,298000,299000,3e+05,299750,3e+05,307400,309000,299990,302400,304950,305000,305000,309000,309000,309000,309900,319000,325995,335000,335000,338200,329900,329995,325000,325000,325000,329900,324990,325000,333053.5,340000,339900,334950,334900,334950,339990,335000,335000,333245,325190,330000,339900
"Merrimack County","NH","Concord","33","013",425,239900,235000,229950,229500,231450,232700,229900,229000,225000,229000,229000,219000,219000,219900,224900,224900,229000,229000,229500,229000,224900,219900,218250,209000,205000,209900,220900,219500,222450,227900,229000,225000,219900,219900,219950,219900,219900,219900,219900,228500,229900,229900,229900,229000,229000,227000,224900,224000,225000,219900,223950,229000,234900,239000,239000,232900,232700,229900,228400,229000,225000,225000,229900,234950,239900,239900,239900,239000,239900,232900,230000,235000,237200,239900,245000,250000,250000,250000,249900,249900,249900,249900,249900,249900,249900,258500,249900,259900,265000,265000,269900,269900,269900,269900,269000,268750,272250,274900,279900,279900,280000,284949.5,282000,283700,282500,289000,285000,278500,285000,280000,285500,290000
"Martin County","FL","Port St. Lucie","12","085",426,296950,299000,298815.5,284900,269900,269000,260000,274000,250000,250000,259900,254900,249900,249900,250000,249900,250000,259000,256110,249990,249990,249000,239000,237500,235000,235000,239000,235000,245000,246650,246000,240000,246405,244995,259945,259000,259000,264990,264989.5,269000,269900,272745,272800,275000,279838.5,285000,290762.5,285000,285000,284900,280000,292250,289900,295900,295000,299000,299000,299900,305000,319000,299900,305000,315000,316995,325000,329900,325000,334375,339000,334750,334825,339500,335495,339000,339900,348000,349000,349900,349900,339000,345000,332250,330000,335000,329900,335000,340000,349740,349000,349531.5,343950,339000,340000,339900,350000,360000,359000,355000,349000,349900,349900,352995,355000,368000,370000,369950,379000,379000,374900,374500,366500,366500
"Fairfield County","OH","Columbus","39","045",427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227015,224994.5,224900,225500,229900,225000,237445,229900,234400,231950,217000,215900,216995,221900,229900,229945,233925,232450,232900,234900,238900,231000,241990,249990,246494.5
"Hendricks County","IN","Indianapolis-Carmel-Anderson","18","063",428,159900,155900,159900,157050,159900,159900,161900,159900,165000,165000,164900,162250,159900,159900,155000,155000,156900,159900,158990,154900,154900,154900,159900,157700,154900,154500,154900,155000,154900,155000,155000,150000,150990,151900,152990,156000,152990,159999,162990,165900,169900,171492.5,169900,169900,175900,178400,177900,174900,175265,178900,180000,184625,187500,187500,187500,189200,189900,189900,189000,189990,198000,192000,193650,189900,191995,189900,189900,189900,188900,189900,189900,194900,195790,199900,199900,199700,202637.5,204900,201005,209700,206490,199900,199990,201900,208990,2e+05,205990,219900,224900,224990,225000,227990,230000,230000,235247.5,235247.5,238900,234200,236245,239185,238990,245000,235000,229990,235000,239900,239900,242990,244900,244945,242900,244700
"Olmsted County","MN","Rochester","27","109",429,167900,169900,165000,164900,164900,164900,159900,159900,159900,159900,158900,149900,145000,149900,149900,149500,149900,149900,149900,146450,149900,146900,142912.5,141900,147249.5,149900,154900,149900,152500,154900,154900,154900,159900,161400,166450,159900,161950,164900,159900,158009,159900,161450,164900,161900,159900,164900,164400,160000,159900,169900,173500,174900,183725,184900,184900,184900,179900,184900,184950,183900,184200,189900,195000,199500,199900,204900,202950,215000,221500,224900,227500,229900,229900,225000,228900,239900,228200,229900,231800,235000,235000,239900,239900,239900,210000,235000,244900,249900,242700,240000,244900,250000,249900,249950,254900,265950,269900,264900,267900,279800,265000,268500,274900,264900,255000,254900,254900,259000,269900,279700,279900,276200
"Santa Fe County","NM","Santa Fe","35","049",430,457500,449500,442450,425000,429000,422000,425000,426500,405000,398000,390000,379000,375000,379000,375000,369000,369000,369000,365000,359000,369000,369000,350000,350000,350000,349000,349000,351000,370000,375500,373157,350673.5,349700,349900,350000,350500,365000,375000,379000,379925,391000,381250,375000,369000,375000,375000,379952.5,379000,374900,365000,384000,395000,399000,399000,399000,399000,407000,399900,399000,399000,395500,390000,395000,392000,4e+05,424700,434500,439250,438000,447000,450000,462450,450000,449000,449000,445000,449000,445450,449000,438000,438000,430000,425000,449000,449000,439500,429000,435000,440000,449900,459000,465000,465000,467000,464500,449000,475000,475000,450000,449000,460000,469000,477000,481433,485000,494000,479000,493995,490000,475000,469000,455000
"Cambria County","PA","Johnstown","42","021",431,89900,94000,89900,92700,95000,93000,89900,89900,89900,89900,89900,89000,89700,89900,89000,89900,89700,89900,89900,89250,89000,84900,79900,79900,79900,79900,79900,84900,89500,82500,84950,85000,82500,79900,79993,76943.5,79500,77250,79900,79900,82900,79900,84500,84500,82500,79500,79500,79900,77000,78750,79900,84999.5,85700,85000,82900,84900,80400,81000,79900,78500,74950,74950,75500,80450,79900,79900,79900,79900,79900,75000,74500,72500,69900,69900,69900,74900,75500,77500,74950,73900,74500,73400,67500,65000,64900,63500,67039,69900,72499,73450,74900,73000,72000,73000,74900,69900,71000,69900,71361,75000,77900,79900,79900,75000,76900,74900,69900,69900,69900,68250,69999,79900
"Paulding County","GA","Atlanta-Sandy Springs-Roswell","13","223",432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189207.5,183318.5,188450,187900,195000,165000,187900,201990,192000,189900,182000,185477,201990,227990,229900,232250,225015,221145,236900,239010,237990,242900,248341,250845,252277,254900,251150,236900,240039,226500,238000,226500,224900,224990,234678,237504,239900,237504,241618,244727.5,241439,241108.5,245990,241900,237990,239977,244180,239900,239988.5,242990,242990,219900,220000,222872,221994.5,221330,225000,227403,229900,235000,235000
"Randolph County","NC","Greensboro-High Point","37","151",433,139900,139900,139900,139900,145000,142900,144900,142500,139900,143700,147900,145000,143250,139900,139900,141500,144900,142000,142950,141900,147500,144900,143500,142500,139900,139000,139500,139000,137700,139900,139000,137500,135000,136700,134900,135000,139900,139900,141900,143900,149900,149900,145000,144900,149200,144900,144900,142500,139995,144400,142000,140950,139900,139900,144400,144900,144900,143900,139995,144900,144900,141900,143300,148250,149900,148550,142900,139900,144900,144650,149900,145900,145000,147245,149925,154400,150990,154900,154900,149900,149900,154900,149900,149900,149900,154500,149900,154900,159000,157500,155450,154900,154900,154950,156200,157750,157900,159900,164000,174000,166650,165750,164240,160450,164495,160000,165949,164900,167500,164950,165745,172950
"Rankin County","MS","Jackson","28","121",434,170300,170800,169900,169900,169900,169900,169900,169900,169900,169500,168900,168000,166150,165650,164950,165000,165000,166950,166000,164900,166500,165000,163950,162900,164949.5,164900,164900,164900,162500,160500,162000,159900,161500,163500,165000,165000,164900,165000,165000,167500,169500,169000,169000,169700,168500,169000,168600,169500,169900,169700,169900,169900,169994.5,173750,174900,175000,175000,178700,179000,179900,179900,180250,180900,184000,184000,185000,186000,188500,189900,189000,189900,189700,189900,189500,189900,189900,195000,199500,199000,194950,196000,199000,199000,199000,199950,209900,213700,217500,219900,219000,215000,218700,219700,218700,212500,215900,214900,217950,219950,224250,223700,225000,225000,224900,226700,224700,221900,224900,220800,217000,218900,225000
"Citrus County","FL","Homosassa Springs","12","017",435,156900,158900,159000,152955,149900,149900,145000,145000,145000,145000,145450,145000,142700,129900,139000,137700,137190,134900,132900,130000,129974.5,129900,129900,129000,129000,129000,129000,127500,124900,123900,120000,119900,119900,124250,129000,129900,130000,129900,130000,135000,135000,134000,135900,135999.5,135900,138700,137000,137250,139000,139900,139900,144900,144900,144900,144900,144000,139900,144900,147000,148000,149000,149000,149900,149000,149900,154900,157500,159500,159900,159900,163250,159900,159900,159900,159000,159000,159900,165000,169000,169636,169900,169900,169900,175000,175000,174900,174000,170000,175000,174900,179000,179000,179000,178500,179900,182450,188950,189500,185000,185920,189900,194900,193450,189900,189900,197900,196750,196500,195000,194900,192000,189900
"Lee County","AL","Auburn-Opelika","01","081",436,169950,169900,169900,169000,169900,169900,169900,177000,169600,164900,162500,159900,156650,158950,158250,157950,159900,159900,159900,159900,161410,160500,159950,159900,159900,163600,160000,164000,165000,168500,165000,162900,169000,169000,169000,169900,169900,171800,175000,175000,179000,176900,178950,179700,179900,180000,180000,179900,181500,184400,189000,185000,185000,184900,189700,184900,189900,189900,189900,187000,185000,189000,189900,199900,199900,204900,205007,206250,209900,209900,214900,215318,215285.5,219000,219900,234900,225275,225487.5,229900,224900,224900,219900,229900,226000,224950,235000,245000,245000,254900,250399,259900,255000,255000,256564,259900,259900,259550,264900,256108.5,264950,269500,264900,262888,269000,271500,269900,277500,282500,281250,274999,275000,279900
"Houston County","GA","Warner Robins","13","153",437,154900,150950,150000,149900,149900,148000,149900,145900,148000,145900,144900,142900,141900,139900,142900,139900,137500,139900,135000,139000,139650,137900,135950,132450,134500,132000,135000,134700,135500,137000,138250,139900,139900,135000,134900,129900,134900,133200,136000,138000,139900,139900,139900,138900,133450,129900,128900,124900,129900,130000,135000,139100,144000,144900,140000,139900,136700,137710,137500,139000,145000,143950,145000,145000,147700,148000,148900,145750,146400,147900,146000,145000,144700,144700,149490,149900,155000,159118,159900,159900,164900,164950,162900,159000,156000,162950,165000,173700,180000,184900,180500,185250,194950,187000,189900,189700,194950,197700,204000,199500,209900,199999,192500,194950,197400,199950,209000,208500,209000,201900,201400,199900
"Jackson County","MS","Gulfport-Biloxi-Pascagoula","28","059",438,149900,149900,145950,147900,149000,148500,149000,145000,147950,148950,145000,139900,139900,135500,139900,140000,145000,148700,144975,142900,145000,140000,138000,140000,135000,134900,135000,130000,135500,137900,134850,135000,129000,125000,120000,119500,127700,132000,134400,142900,145000,144777,148950,145000,145000,139000,139200,139900,139900,139900,145900,148900,150000,154900,149999.5,149900,149900,144250,147900,142250,143000,145000,144900,149777,149900,149900,149998,149900,155000,146900,144455.5,139999,139000,138500,139000,139700,139900,140500,143355.5,139900,140000,145000,147900,149500,147000,149000,149900,153374.5,155838.5,154900,155000,154900,157500,159900,155000,155000,155000,159250,159900,159949.5,164000,162000,163700,159900,159992.5,159388.5,162000,161450,159950,155450,159900,160000
"Johnson County","IN","Indianapolis-Carmel-Anderson","18","081",439,139900,139900,139900,139900,140000,139900,139900,139900,139650,139650,138945,134000,134900,134900,137000,137900,138990,139900,139900,139900,136900,139900,139900,139900,142500,141300,143750,144947.5,149900,149900,149900,149000,144900,146245,141945,139900,140000,144850,146990,154900,154900,155051,159500,158700,159900,159900,155444,156900,157900,159500,172400,169900,174900,182900,180000,179900,176995,174900,180000,184900,184900,184900,181900,179995,183900,184900,185000,186990,191995,187245,195000,191990,205400,198500,187000,189900,192450,189900,195000,186990,189900,190495,189900,199900,199999,192000,199900,215000,220450,221900,221990,225000,215000,217242.5,218697.5,219000,225000,229400,229900,229900,229997.5,232641,224900,221990,221995,229000,229900,237245,234900,238990,239900,235000
"Kootenai County","ID","Coeur d'Alene","16","055",440,249900,249000,239900,239900,239900,239900,239900,245250,242344,239900,239900,219900,225000,224900,234990,240000,240000,249900,249900,245000,244974.5,235000,229000,230182.5,225000,224900,233000,229000,235000,245000,239900,245000,213950,219900,225000,225000,224900,225000,229000,229900,232740,229900,239000,238639.5,240154.5,238400,235000,237900,229000,234488,240207,249900,259900,263250,260096.5,262175,264900,259900,259850,250000,249900,251900,259900,262950,267900,264900,269900,275000,281229,289900,289900,289000,279000,279900,277990,285000,294000,297728.5,295000,295576.5,299900,299000,299900,299900,308296.5,299700,309900,319900,329000,329900,335000,335000,339900,347864,349000,349900,339900,344900,349900,347900,350000,359900,354900,352385,356172.5,350000,350000,358430,349900,349000,349900,359000
"Rowan County","NC","Charlotte-Concord-Gastonia","37","159",441,154900,155000,149900,149900,149900,144900,139900,139000,136200,135000,130000,129900,129900,130000,135000,134632.5,135000,139838.5,139738.5,135450,135000,134900,129900,129900,129500,129900,134000,129900,125000,125000,121900,120250,120900,119950,124777,124777,124900,125000,129638.5,134900,138500,134000,134900,129900,129777,129900,128900,128900,127900,132900,129900,129900,129900,131900,130000,133000,129900,129700,128200,122500,125000,129900,134500,135900,154250,150000,156000,154900,152750,149900,149900,149945,149900,149900,150245,154949.5,157995,159900,159900,159900,159900,159900,159900,159900,162150,159900,164900,169638.5,174750,174650,175000,174900,179200,177900,171400,169450,169900,167900,170900,175000,178950,179000,178400,180400,189900,189000,184553,187900,185000,183400,185000,189500
"Clark County","OH","Springfield","39","023",442,99700,99900,98900,99500,94500,92900,92500,92900,92900,92700,92950,89900,89900,89900,89900,93500,94900,98900,97900,98000,95000,89900,88900,85950,84900,85450,85950,85900,84900,89900,87400,85000,87700,89900,87900,86900,84900,85000,85000,89900,89900,93700,95000,94900,91450,92900,88950,84900,80450,81900,84900,89900,94763.5,95450,94900,94900,94900,93750,91900,89900,89900,92900,94900,97900,99250,99900,97587.5,96950,96900,95000,94900,94950,93637.5,94000,98000,99500,99999,98000,104700,99900,99000,98500,97150,92700,89900,89900,92700,91950,94900,99900,104900,99900,99900,99900,104900,104700,99900,98700,99600,103000,107000,110000,113900,114900,115000,112000,112500,101200,99900,1e+05,114000,117250
"Washington County","UT","St. George","49","053",443,229900,234000,229000,225000,225900,224933.5,215000,215000,214900,209900,219000,209900,209900,199900,2e+05,199900,199900,199000,197900,199900,199900,204975,206700,206800,209875,219900,217950,215500,220000,224250,229000,230000,229900,225000,229900,229000,230000,235900,242400,249900,245500,245000,245000,245000,249900,250500,251950,255000,257250,262700,261950,267500,269900,260000,263950,259900,264450,265000,265000,265000,264700,268500,269950,273000,269900,274900,279900,274900,279000,279900,289500,294250,299000,298913,299900,299900,299900,299000,289900,295000,299900,299900,306950,319900,319000,324900,314900,319900,320300,324950,329250,325000,325000,324900,329900,336700,344900,349900,349900,359000,359900,352500,359000,354900,355900,353900,354000,359900,361500,369000,369900,370500
"Indian River County","FL","Sebastian-Vero Beach","12","061",444,242000,249000,245000,239900,233930,230000,229000,225000,219500,217250,218500,216000,210000,199000,190000,189900,198000,199900,199000,198750,204999,204994.5,199900,199500,219000,219000,2e+05,199000,195000,189900,191990,189994.5,189900,189500,187000,195990,209700,214900,215000,219000,221495,220000,215000,212495,206819,225000,219000,219150,218000,220000,215495,218990,214450,210450,207500,209900,209900,210000,210000,215000,224900,219900,229000,229000,229999,232900,235000,237945,239900,248500,254900,260677.5,269900,275000,270000,275000,279000,270000,272000,269900,275000,279450,289000,290000,289900,290000,284900,287500,279000,279900,279900,275000,270990,275000,279900,282695,288990,289000,289000,295000,289000,284990,289000,284894,284900,287500,289000,286990,289000,294990,289900,297882
"Monroe County","IN","Bloomington","18","105",445,179900,176000,174900,174000,169900,169900,168900,164950,167500,162000,159900,156950,159900,160000,163400,164400,162500,164950,162900,165000,165000,159900,158800,155900,155947.5,155000,159900,159900,159900,152500,151900,145000,144900,144900,149000,148000,149450,149900,152000,149950,153500,149900,148900,148900,149900,149900,150000,150000,150000,150000,153900,159900,159900,162900,169900,169900,170000,162900,169500,164900,165000,159900,179500,169900,172900,170000,169900,169000,165000,166750,167655,159995,159900,173200,186000,189900,189900,189900,190000,189900,194500,195000,210000,209950,214900,205000,220400,229000,239114,229900,225000,224500,234900,229000,229900,237885.5,251388.5,264450,265000,274900,265000,259900,254450,249900,249900,249900,249900,249000,245000,249900,264900,274900
"Hampton City","VA","Virginia Beach-Norfolk-Newport News","51","650",446,190000,190000,191000,189900,189000,188450,183000,179900,180000,179950,179900,178000,173950,169950,169000,166375,169900,169000,167000,169000,169000,169000,169900,167000,160000,169900,167900,163900,159900,162500,159950,162900,155000,159000,155000,159000,155000,150000,150000,149900,150000,150000,154900,156700,155000,153000,157400,157900,155000,155900,160000,163900,166950,166900,167950,167900,164100,162999,165000,159900,159900,160000,159900,166750,165450,166000,169000,169900,169900,169900,166900,162000,164000,164900,169900,169900,169999,169000,169900,169000,165000,165250,165000,163000,167500,169375,169900,174900,175000,178950,176450,175000,178700,174850,175000,175000,175000,175000,179900,180950,180000,189900,190000,188500,189900,194900,189900,187250,184800,185000,185000,182000
"Ector County","TX","Odessa","48","135",447,135000,134900,134900,137000,134900,134900,133500,134900,134900,132900,136900,135900,138000,139900,134950,136250,136250,142500,139900,142000,144950,139500,139900,139900,134260,135000,139900,145000,152500,151500,154900,162900,164950,157850,150000,149900,154900,159200,154950,143250,149000,157500,169900,170000,179900,180000,179900,179500,185000,189900,185700,184950,199000,190000,194900,199900,189900,195750,201280,199500,195000,193000,199700,199000,195000,193000,189900,189700,195000,195000,189900,185000,185000,179900,179900,183000,189900,188475,188900,184950,185000,183500,185250,182000,184300,184900,186725,189974.5,190300,189900,189900,189900,189974.5,190300,197475,190000,194975,189900,203950,215950,220990,225000,225000,228990,235000,243495,242990,240000,238950,249900,262745,265995
