"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04"
"Breckinridge County","KY",,"21","027",1726,,,,,,,,,,,,,,,,,,,,,,,,,,145000,149950,159250,159000,144950,145000,145000,145000,149000,149500,149000,147000,159900,154900,135000,132450,135000,144500,137500,144950,147000,154950,149900,130000,123500,132500,129500,126950,141500,152900,144900,145000,149000,147450,145000,144900,140900,150000,154900,149900,150000,164900,147000,145000,136850,129950,129900,134950,129999,124000,129450,129900,129000,134900,134900,139950,140475,144000,137900,137900,137900,139900,139900,138000,138500,139000,144500,147000,143450,135000,134500,135000,135000,128900,128950,129900,134900,134900,139999,139900,144950,146000,139900,139900,148450,151450,155900
"Plumas County","CA",,"06","063",1727,419000,409500,399000,397000,389000,397000,399000,395000,382499.5,359000,354900,349250,349000,359000,362250,349000,344500,344475,329000,330000,329000,309500,296150,299000,285000,248250,259500,239000,259900,299900,269000,278450,295000,279000,275000,275000,274950,275000,268500,275000,285000,297950,298000,299000,299000,3e+05,312950,299000,295000,299000,299000,310000,329000,319000,309950,309900,299250,299000,299000,289000,277000,281000,289000,299500,310000,325000,329000,339000,339000,339000,329900,325000,329000,327500,312500,320000,329000,329000,328500,329250,329000,329000,337900,328750,327530,336500,328500,339000,349000,345000,339000,337900,339000,337900,336950,315000,319500,321000,320000,349999.5,369000,359000,349000,359700,385000,385000,359900,369500,374422,367000,359000,387000
"Douglas County","IL",,"17","041",1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,95000,95500,95250,97500,99000,109700,110000,103250,104500,105000,99900,99900,109900,110000,115000,115000,116250,112900,112450,109950,112000,112000,110877,111438.5,113450
"Langlade County","WI",,"55","067",1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131950,129900,134950,138500,138995,132000,129900,129000,129450,129900,129900,129900,138000,138000,134900,139900,139900,134900,126900,124950,119900,120900,115900,114950,114900,117200,128450,134950,130000,139000,134900,135000,134900,129700,124900,119900,120000,128750,129000,129900,129900,128900,126450,125000,120000,117500,110000,109900,110000,115450,117500,120245,124900,128000,129900,128000,128000,122400,119900,109000,112000,118500,121400,124900,129000,129000,136900,128500,129000,129900,132400,139000,137250,138000,139900
"Allen County","KY","Bowling Green","21","003",1730,101500,99700,104900,108750,109000,106000,105500,107900,109900,107700,108000,103000,103000,108900,109950,119450,119900,121900,119900,119900,119900,119900,124950,124950,124950,118900,115950,109900,99900,99900,99900,105000,119900,124900,114900,117500,115000,108900,114900,110000,109950,114900,119700,124900,124900,119000,111500,117900,109900,110000,114500,110000,119900,124900,129900,124950,124900,124900,124700,124250,124500,122507,119900,119900,117400,109900,118500,125000,126450,125000,125000,126000,124947.5,129900,129900,129900,120699.5,117900,120000,129900,129450,129900,129900,129900,134900,130000,129900,129900,129900,127450,129900,129900,129900,124950,129900,117450,124900,124900,129900,129900,129900,130000,139900,139900,149500,129950,129900,134900,149900,150000,139900,145000
"Holmes County","FL",,"12","059",1731,,,,,,,,,,,,,,,,124950,137450,137450,129000,134950,129450,129000,131950,129000,128250,125000,125000,127000,129000,129450,135000,135000,129900,129900,129900,129900,119900,119900,129900,141000,145000,141000,143000,139900,143000,140500,132500,130500,129900,130000,127450,129450,129900,131000,135000,127900,135000,145000,129950,130000,129950,130000,140950,145000,139450,139000,139900,134900,134900,134900,132450,129450,134900,125900,125000,127450,125900,129000,128450,127900,125000,139000,135000,124950,128450,119900,121950,125000,122450,135000,127900,139000,139000,139900,139000,135750,133500,130000,129999,139000,147000,149000,149000,145000,149000,154900,152500,159000,155000,155000,155000,151000
"Jackson County","IA",,"19","097",1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200500,209330,185000,195900,193000,185000,191500,179900,164900,191165,210000,209500,189000,174450,164900,159000,172000,169000,159450,159900,170950,181400,170950,162000,165950,162000
"Roosevelt County","NM","Portales","35","041",1733,,,,,,,,,,,,,,,,,,,,,,,,,,,149950,149475,149975,144950,139000,133400,125000,139900,129900,146950,153250,150500,156700,156500,155750,159925,149000,149000,145000,142000,142250,142000,146500,149900,156000,159000,154950,153950,145450,150000,149900,149700,156950,163975,168000,160975,162950,159000,167500,169850,169997.5,169800,166750,150000,136500,135000,135000,132000,139500,139700,139700,140000,140000,130000,130000,130000,130000,130000,149000,149000,142700,143900,144900,145000,149000,149250,149500,145000,145000,139500,140000,146500,154000,149900,144900,135000,144900,142400,125750,134700,134900,144000,135000,135900,139000,143000
"Orange County","IN",,"18","117",1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,124900,121300,124900,103450,95950,95000,94000,89900,92950,92950,89900,96000,91900,88950,96000,99750,110000,99250,104950,107000,99500,99500,99500,95000,97000,91400,89000,94900,104900,91499.5,89700,89900,89900,89900,99000,98750,98500,99000,99500,99250,99500,99900,94900,95000,94500,94700,101700,105000,115000
"Crawford County","IL",,"17","033",1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,119000,123900,119250,114900,1e+05,99900,99900,105000,106950,109000,109000,110000,105000,99950,99900,99900,99900,99700,99000,98750,98000,95450
"Freestone County","TX",,"48","161",1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227000,224500,224000,217500,207000,195000,194500,194500,194500,194750,183400,181900
"Dickinson County","KS",,"20","041",1737,129900,125000,121500,119950,111500,112250,114700,112000,110000,99900,99900,114900,118000,119500,120000,120000,124000,119900,119500,119900,120000,119900,114700,111500,113000,114900,117000,114900,114900,114500,110000,106500,106500,108000,109400,111950,110250,113150,114000,110250,114900,115950,115000,114900,111000,105000,101000,101000,105000,109450,104750,110000,115000,117500,112000,109000,109000,109000,109000,105900,110000,110000,112450,110000,119250,119900,119500,111900,110000,111250,113950,105000,112250,112500,105000,105000,102500,99900,96000,94500,98000,104750,105000,99949.5,105000,106900,112000,110000,110000,110000,109900,108450,110000,110000,112700,114000,109900,115000,109900,118750,119000,119000,119700,119000,116950,118000,113000,110000,110000,113950,116200,118750
"Lincoln County","MT",,"30","053",1738,224250,209900,215000,212000,216950,219000,210950,209900,209000,219900,212000,224000,224450,220000,224950,222500,229500,239900,239900,245000,249000,249000,249900,246500,249000,230000,230000,238500,239000,238750,229900,235000,239000,229900,229900,205000,199950,219500,199900,210000,212250,230000,229000,210000,2e+05,198500,190000,199000,199000,2e+05,220000,239000,245000,264250,249450,245000,240000,249000,249450,245000,244000,239950,249000,230000,245000,239000,239000,235000,240000,239000,268500,285000,279000,239000,235000,235000,264950,268500,274950,274950,274000,265000,285000,289500,279000,279000,279500,279000,280000,292450,295000,295000,295000,280000,299000,299000,299899.5,299800,299000,299000,299000,299000,325000,325000,319000,325000,299000,299000,289000,297000,299450,299999
"Lampasas County","TX","Killeen-Temple","48","281",1739,165000,165450,170000,170000,169900,170000,171000,174450,170450,169900,167500,169900,169900,168000,175000,179000,174400,181475,189900,189000,169900,169000,159000,162200,159250,168500,169900,169900,172950,178750,184900,167500,168425,159900,154777,149900,149500,167900,165000,174182.5,174500,169500,162500,165000,168900,168200,159900,165450,159900,159900,159450,160000,165000,169900,169900,162900,162900,171200,171750,176650,184900,189000,189950,192500,194500,184500,181000,184425,181798.5,173900,166228.5,169800,165000,166721,165860.5,158000,168250,169663.5,174950,171500,179700,179300,184900,207000,207000,206178.5,204900,199900,199500,210056.5,208428.5,194200,196000,189700,194950,210000,190450,208500,215000,219900,210000,213500,232500,229995,220000,225000,228000,220000,212450,217500,227495,234995
"Tishomingo County","MS",,"28","141",1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156950,159900,149000,145000,145000,148000,149900,158000,149450,142450,134900,139400,134400,124950,124950,132000,124950,124950,135000,143750,145000,132450,126800,149250,149000,140000,139900,138875,127400,134950,135000,149000,149250,149950,139900,139900,139000,139900,137900,139500,149500,159000,159900,149900,149000,149900,149900,139000,145000,135000,145000,147450,154900,164950,159950,144975,145499.5,145499.5,139000,139000,145000,144975,156450,164950,162250,164900,164900,164900,164900,174900,169000,162900,165000,163950,175000,175500
"Covington County","MS",,"28","031",1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,169900,169900,188000,169900,162400,154450,147500,142000,139700,140950,137200,139900,141700
"Attala County","MS",,"28","007",1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136250,129000,129000,126500,122000,128000,128500,128000,120000,119000,117500,115000,120000,110000,108000,102500
"Llano County","TX",,"48","299",1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374950,374950,374700,349900,365000,365000,385000,372000,365000,369000,375000,377000,389500,420000,430000,419950,420000,425000,449000,429900,429500,439000,429900,474900,496500,5e+05,525000,5e+05,475000,489900,485000,475000,450000,429000,435000,449950,460000
"Berrien County","GA",,"13","019",1744,149000,147000,134900,141999.5,134900,140950,141950,144000,143950,149900,149900,149900,139700,127900,129900,136000,137500,129900,124900,124900,119900,127500,124900,124900,124999.5,124000,109900,124999,119450,118312.5,119000,109900,119450,115500,114900,114900,114900,115700,115000,119900,119900,124900,129900,120000,129900,127900,118950,120000,119900,120000,119900,119900,119900,119900,124500,124900,124900,124900,134900,127449.5,135400,129450,126900,125000,129900,127900,129900,126250,129900,128400,124500,112000,109900,118500,119400,115000,124900,119900,125000,129900,121900,124900,127400,127400,122400,119900,128700,129950,128700,127700,124900,124900,122900,119900,119900,124900,119900,125000,124900,129900,129900,129900,124900,129900,129900,132400,135500,129900,126400,126400,134900,124900
"Lavaca County","TX",,"48","285",1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260677.5,247000,239000,242500,235445,242450,235445,235890,237895,250000,235445,212662.5,236945,235890,235890,247450,245000,252500,249450,249000,249000,248250,256450
"Madison County","FL",,"12","079",1746,,,,,,,,,,,,,,,,,140000,135000,127450,124500,124750,125000,124750,115000,115000,105000,105000,114450,130000,115000,127500,127500,130000,132500,139950,136500,137450,139900,125000,125000,125000,124875,124875,125000,129000,130000,136250,135000,130000,137000,142900,130000,129500,147500,142850,149500,151000,152000,165000,162900,158950,164000,162900,164900,157450,152725,155000,152200,149650,149400,159000,148000,150700,149400,140000,156950,159000,163700,152450,165000,164000,165400,167900,165000,165000,165000,161200,160000,162500,160000,159700,150000,150000,156120,150000,159500,149200,152500,152462.5,162400,165000,169900,169000,169450,167000,165000,165000,169450,162000,161200,166700,174500
"Winston County","MS",,"28","159",1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,117500,115000,114900,114950,112400,99500,99000,93250,1e+05,99500,96750,104950,109900,1e+05,107250,112500,110000,110000,110000,95000,96200,95000,95000,92000,92000,89750,1e+05,95250,97750,109900,104000,112500,117250
"Smith County","TN","Nashville-Davidson--Murfreesboro--Franklin","47","159",1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,169500,144950,139900,159900,169700,184900,206950,207400,217400,201500,197450,190400,182000,179500,169900,184500,159900,159900,145500,169900,165450,159900,174900,174900,179000,179000,179900,178450,179900,194900,184900,186250,193900,185000,184900,197900,195450,199900,199900,199900,209900,219900,219900,219900
"Waseca County","MN",,"27","161",1749,,,,,,,,,,,,,,,,124000,126950,129250,129500,129500,126000,124900,125450,126000,129900,129900,129500,125700,129900,129700,127400,124900,123950,122200,119900,117800,121700,127200,127450,125750,119900,124750,129800,127900,127900,124900,124900,119900,119900,124950,125700,127000,129500,128500,127500,128900,122450,124900,124900,127500,127500,122900,127500,119900,129900,129900,133250,135700,124700,119900,117000,115000,116150,114950,124450,125000,125000,127700,126000,128500,129900,123500,127500,119400,115000,117450,124900,125000,129900,129900,129900,134000,129950,129950,135000,135000,128367,129900,129950,145950,139900,139900,138500,149400,140950,149500,144900,139900,144900,152900,153900,159900
"Jefferson County","KS","Topeka","20","087",1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149500,140750,127500,129500,124900,112450,119400,119900,138000,144000,144450,135000,149900,149900,162500,161250,160000,150000,150000,153475,156450,159450,160000,159000,175000
"Union County","TN","Knoxville","47","173",1751,167000,165000,164900,154900,157400,149900,149900,149900,154450,152400,159900,154000,149900,136900,139950,139900,149900,149900,154900,149999.5,153450,149900,149900,140000,137900,142500,144900,139450,149500,142000,145000,162000,162000,154900,134400,131450,130000,133900,145475,162400,169900,169900,190000,179900,174900,175000,177000,179450,177000,169900,175000,187400,199900,199500,194900,189900,189900,188700,189500,172450,169900,179900,179900,175000,189900,195000,172400,169450,167000,164950,165000,169050,164900,164900,164900,179900,165000,165450,179000,179200,174950,175000,175000,171250,169900,174900,169950,175000,174900,169900,169900,169900,169900,173600,185024,180096,175000,181000,183500,182000,181000,2e+05,197000,189950,184900,182900,199700,189900,199500,189900,215000,199500
"Hancock County","IL","Fort Madison-Keokuk","17","067",1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102250,105000,105000,105000,97250,92000,88000,85000,85000,88000,99000,89500,90500,93700,94900,94700,89700,94500,95450,97250,97250,96000,90500,94000,98500,96750,94000,91000,93450,94000,94000,94450,94900
"Benton County","MO",,"29","015",1753,135000,135000,129900,135000,130450,129900,129900,129900,129900,126250,124000,119500,119900,126250,125000,125900,129900,125000,129700,129900,129900,129900,125000,125000,129900,125000,125000,123500,119900,120950,124700,124500,124900,119900,117500,115000,121000,119900,122000,122000,120000,120000,119900,114500,109900,110000,109000,104900,111000,112000,119000,119900,120000,120000,119900,119950,119000,118700,116000,118750,115000,119400,119900,118950,109900,110000,109900,115000,115900,114950,109950,110000,115000,119250,115450,119500,115000,115000,115000,115000,117700,114950,112250,112250,111250,109950,109900,114900,115000,110900,110000,115995,114900,109900,109950,114500,117450,120000,125000,126900,130000,139450,139900,145000,139900,139900,141250,143500,144700,148950,142500,149950
"Houston County","MN","La Crosse-Onalaska","27","055",1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239200,221450,238750,239000,244450,234900,209900,199000,190000,199450,190000,205000
"Arkansas County","AR",,"05","001",1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138700,130000,137500,144500,149000,144500,150000,152250,131325,129000,127750,129500,119900,119700,122400,117450,114500,105000,105000,107500,107500,105000,107950,96475,97000,85500,94500,99750,97250,99500,95000,99425,95000,90000,90000,91450,90000,90000,96150,100250,100500,115000,116500,115000,119000,115000,119000
"Perry County","MO",,"29","157",1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129400,132950,134900,128500,134900,132450,130750,122200,121450,129900,135000,138500,129900,118500,119250,119000,124900,125900,125000,124750,119450,134500,129700,129700,126250,123950,127000,131950,129000,129900,129450,129900,129900,124900,120500,121000,120000,120000,123450,129000,128500,129950,126900,137500,133500,143950,144900,149000,149000,148900,143150,149000,145000,149900,149000,149000,145000,145000,139500,144900,144950,146400,139900,144950,149900
"Poweshiek County","IA",,"19","157",1757,129900,133800,134600,131450,138250,139900,147000,134800,133000,129700,132900,127500,125450,128700,129900,129450,134000,132250,129000,128000,124964.5,127500,124900,124900,125950,120000,127000,125450,125000,129450,129900,129900,128950,125000,129900,124950,129900,124400,124500,129700,127500,124900,124700,121250,117000,110000,115000,104900,96000,107500,109500,118950,119900,127750,128000,124900,119900,124000,119900,119900,126000,129000,129900,131950,139000,139000,139900,136450,134000,129500,125000,124950,127000,136500,139900,139900,139900,149000,149000,156000,161000,166250,166250,139000,138250,134500,142500,158900,142500,148400,142500,149900,145000,149250,147900,139900,129900,135000,139500,148450,149900,159900,156250,155000,155000,168000,169000,160000,155000,151234,169900,169450
"Harrison County","KY",,"21","097",1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,132000,124950,124950,142000,139500,153450,140000,139000,139000,140000,139000,135900,133000,129900,122500,112500,118500,109750,110000,109750,108500,113950,114900,113950,119550,119800,113000,120000,120000,120000,119500,120000,129900,126000,119450,119000,119900,117000,118000,114900,127500,128250,134500,154900,139000,139000,149450,141250,149250,145000,142450,134900,142450,149500,158450,156450,155000,156000,151500,149500,151500,149500,149500,140000,138750,147000
"Wright County","MO",,"29","229",1759,,,,157900,149900,156400,152000,139900,139450,135000,138700,139000,139900,135900,139900,139900,139900,146700,144500,149500,139000,132250,129947.5,127850,130000,135000,124950,129950,130000,138000,135450,141900,135000,134450,124900,119400,115000,114950,110450,113500,119900,115000,114900,119900,119900,124900,124950,123700,119900,119000,119900,119400,125000,126450,129000,129000,129450,127500,125000,124900,129700,129000,129500,138750,135000,129900,129900,129000,124950,125900,124900,129900,119500,119750,129950,125000,134900,125000,119950,125000,124900,125250,124900,124900,120000,125000,129200,145000,149000,155000,155500,159900,164900,157950,149900,155450,159900,169900,169000,169000,157000,149900,139900,154000,150000,150000,142500,134750,131900,130000,139900,139000
"Haywood County","TN","Brownsville","47","075",1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92450,97450,89900,89900,88500,84900,82000,86500,85000,84900,85000,93750,107450
"Pierce County","GA","Waycross","13","229",1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169250,160000,159900,150000,149950,134950,143500,130000,129000,124450,123500,124000,137500,125100,128500,138500,139450,129500,127500,125000,129900,131400,138150,139950,139900,145000,148000,145000,137400,139900,144000,153750,144600,144900,145000,156900,147500,143550,143550,139900,139450,141200,145000,145000,139900,135950,134900,134950,140000,154000,139900,157900,160950,154900,152000,159900,169900,169999,165000,165000,167500,172000,179999,164900,177449.5,173750,159000,164900,160000,165000,164950,186950,179900,184900,178500,173900,173900,178500,182000
"Dekalb County","TN",,"47","041",1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,268000,265000,269000,249000,237400,204950,199950,199925,189450,199900,210000,234500,228500,220000,220000,228000,232000,228500,234316,235000,237000,249900,229900,229900,239450,242450,239450,237900,250950,255000,250950,239900,239900,231900,229900,249900,264825,249900,269375,249900,250000,249900,259000,250450,250000,250000,254900,250000
"Adair County","KY",,"21","001",1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,129000,125000,133400,133200,133400,139000,144500,139900,130000,135600,135150,139000,145000,145000,133400,139000,137000,139000,142000,147000,149000,139900,139900,136500,147500,147500,138500,139900,142500,139900,137450,137450,139900,142000,154250,159950
"Duchesne County","UT",,"49","013",1764,,,,,,,,,,,,,,,,,179000,175000,174900,175000,175000,175000,174950,175000,179000,175000,169900,174900,169900,165000,162000,164900,175000,175000,147450,154500,149900,169450,175000,178950,177000,184450,185450,187000,179000,177000,179000,189000,205000,210000,212000,215500,229900,232450,218000,214000,203900,199900,195000,190000,190000,199900,197450,179500,172450,184650,186750,189900,192000,189900,197450,215000,230000,229950,230950,216900,215000,194900,174900,174950,179000,174900,165000,159950,159900,159900,172000,189950,190000,190000,179900,178250,170000,179900,179900,180000,179900,184950,184500,179400,179400,176950,176000,179950,178450,179000,179900,179900,184900,185000,197450,189000
"Eastland County","TX",,"48","133",1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115410,116250,115000,129900,118950,119900,119900,121000,111500,116000,116000,119500,134900,137250,133000,135000,132500,140000,150000,148250,149950,135000,135000,125000,122450,139900
"Edgar County","IL",,"17","045",1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,76000,83500,74950,69900,68499,65000,60000,69950,66224,64662.5,68250
"Southampton County","VA",,"51","175",1767,199900,195000,189700,192500,189000,189000,180000,180000,170000,172500,174900,169450,167500,167500,169900,185000,169950,164000,158500,155750,159000,156500,149900,149900,149900,149900,135500,139900,149900,149900,149900,149900,149900,149900,158900,154500,157900,149900,149900,149900,150000,149950,169500,149900,169450,154000,155000,149900,159000,149900,168250,169000,169450,177000,149900,154950,179000,182250,179900,179000,175950,175900,169950,169900,169900,187350,179000,172450,169450,171900,170000,189000,189000,169900,169950,169450,165000,170950,169900,174400,173450,169000,159950,159450,150000,149950,150000,157000,159000,159450,169900,176350,175000,165000,169000,166750,177250,175000,174950,179000,177000,174950,177450,190450,179900,199450,189999,189999,175000,150700,160000,177450
"Young County","TX",,"48","503",1768,,,,,,,,,,,,,,,,,,,,,,,,,,,110950,112000,95500,112500,116250,124500,140000,128725,129725,128000,130000,131500,133250,129950,136000,129500,126200,132400,129900,130900,130900,135450,130900,139450,137000,134900,139900,146700,149000,145000,137250,134600,137250,139900,139900,145000,139000,139000,139450,135700,122450,129000,129950,129900,129700,145500,145250,135000,129925,129950,137000,129925,134900,134700,129900,129850,128500,124900,124900,119925,119925,119950,129000,125450,120000,122450,125000,129900,129900,129900,124750,118500,122500,125000,128250,127750,129900,132400,145000,169000,167500,169000,168450,167250,165950,166400
"Inyo County","CA",,"06","027",1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,302000,299000,292500,275000,275000,279450,286200,292950,279950,276950,269900,249900,249900,249900,274500,259000,269000,274950,259900,259900,257450,249900,249900,244950,279950,290000,292495,299000,299700,299700,299250,299000,295000,319000,309000,339000,325000,328950,329450,328000,325000,312000,319450,325000,312500,314950,325000,308000,310000,325000,325000,339900,335000,350960,311500,310000,309950,297400,311450,365000,369900,365000,377450,345000,329825,326950,329900,347500,345000,339950,375000,377450,339900,345000,359900,365000,359900,375000,372000,367500,367500,366000,350000,359900,390000
"Drew County","AR",,"05","043",1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136000,120000,130000,130000,130000,145500,147000,155000,155000,160000,157500,144900,143850,150000,170000,158800,158800,157000,150000,139750,150000,147500,152500,155000,151000,147500,145500
"Cedar County","IA",,"19","031",1771,129900,136450,129900,138000,138000,143500,138000,139900,136500,147400,153250,150950,125000,125000,129950,137450,135950,132450,130000,121450,119950,130000,129700,122500,129500,114200,124900,124200,123250,123250,115000,117500,117900,119999,122000,124900,123250,122000,121900,129000,126200,126200,129900,129450,129700,129000,129900,129900,129700,129700,129400,126900,121250,124900,128950,119500,118400,124499,115000,124499,125000,125500,135000,145000,156500,165000,161000,161000,165000,160000,149700,148950,148900,144500,149200,145750,144900,146950,139900,140500,141000,139900,135000,139900,137500,138250,139450,140000,145000,139950,138250,134900,137200,139450,143450,142000,144900,148000,165400,167400,175000,184900,186000,174900,174900,174950,159900,155000,155000,150000,154950,182500
"Patrick County","VA",,"51","141",1772,167500,159000,171950,168250,163250,169000,164000,172400,169900,164900,174950,175000,161250,159250,159950,160000,169000,164900,167000,159700,165950,159950,164950,168000,174900,174700,167000,159000,155000,149000,145000,149000,145000,140000,139900,130000,126247.5,128500,139900,145000,145000,149000,149000,149000,141247.5,139900,139000,139000,139000,139000,134900,145000,149700,150999.5,149999,149700,139999,148950,139900,132000,133500,134700,135000,137950,139000,161500,149900,147500,143400,139000,138100,137050,139000,137950,139000,145000,139999,149900,149999.5,147049.5,155250,156450,158450,152000,154950,154900,154900,154900,158777,158888.5,159000,161200,158777,149900,149900,147000,149900,149900,139000,142500,149000,134900,139500,139000,139900,148000,139900,148500,140000,139900,144500,140000
"New Kent County","VA","Richmond","51","127",1773,287225,289000,306000,296500,299725,292500,285000,290000,285000,274990,284945,272490,265000,274990,279900,289995,289000,266000,265000,264990,258950,269000,255000,249900,255000,249970,238444,249925,239990,239945,239900,239900,239950,242990,248000,249950,257000,254950,256950,249950,264800,262245,254995,258500,254602.5,253490,259450,279990,269970,284745,275750,279000,279990,274500,269000,278696.5,281990,286990,289950,289500,299900,313490,305950,308490,307990,307990,302450,309000,299970,299990,299000,301990,299990,287745,296990,296990,297067.5,289727.5,279900,284950,295000,309490,319925,319900,305295,309900,296725,295000,300725,297700,299950,302615,308950,311370,322400,319000,327990,319453.5,319990,324450,328490,324500,319950,322900,322990,326495,326495,330000,325000,325745,324490,319950
"Brantley County","GA","Brunswick","13","025",1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,120000,120000,109900,111900,126000,127000,133000,128250,129700,124900,129900,129900,122450,129900,135000,137500,137500,137500,137725,150000,149950,150000,144975,139475,134925,142475,145000,142475,139950,139950,139950,129900,139000,140000,140000,145000
